Date;Hour;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
04.03.;23;69333.32671;72406.61903;74945.39176;67319.24814;77454.06208;92145.85293;73718.64559;64841.92921;66366.66429;67551.21735;64618.26719;80358.70755;69228.19246;73626.16559;78054.54766;64665.54227;59625.85177;65338.96669;76278.34981;72730.91037;68420.52592;70214.89799;76242.40188;82313.45464;79947.60423;65129.42292;73295.81256;68500.09604;76902.62338;76406.03092;66782.10957;72959.31043;68715.38384;71855.20218;71831.45182
04.03.;24;65692.09919;68725.51226;71465.87706;63455.38204;72874.45102;88728.82738;70107.77415;61132.52559;62537.15087;63742.24172;60994.33247;76684.87393;65726.5237;70400.24874;74396.75805;60834.06033;56250.38247;61809.07116;72536.15419;69006.51171;64845.16202;66336.00399;72965.17358;78569.49637;76507.21045;61414.21773;69846.31054;64799.75353;73869.84513;73094.33991;63139.2342;69572.22753;65212.78387;67949.90804;67920.48321
05.03.;1;67710.25856;68512.62666;71374.65834;63791.55729;69745.9058;88763.51669;71142.28998;60715.60366;62067.76277;63294.29825;61346.68536;76437.74464;65582.18523;71549.59356;73792.63155;60641.39541;60049.26512;63258.16223;73380.9533;69760.88375;65340.24385;65359.17835;74242.24028;78851.94414;77270.73673;61366.18494;71437.29048;65616.57283;75991.47306;73676.11915;64658.08203;69024.63596;65899.28729;68200.50178;67710.9285
05.03.;2;65771.85378;66490.81046;69240.46975;61614.6961;66911.53861;87107.60316;69113.92475;58578.59964;59814.45498;61132.47322;59354.02935;74331.67548;63616.30092;69711.2112;71550.57267;58517.90571;58343.87325;61294.11602;71141.72812;67655.98295;63523.10274;63163.30403;72548.71132;76800.57724;75284.56117;59307.39416;69683.85695;63722.98357;74374.55554;71700.60169;62713.4634;67121.3333;63999.76499;66136.08267;65568.3511
05.03.;3;66444.9092;66805.88368;69741.08612;62269.83863;66551.69146;88365.16629;70004.54764;58921.8369;60161.4571;61441.01021;60048.34251;74932.54133;64096.98375;70399.49773;71766.39413;58838.9721;59153.22282;61924.91431;71544.78825;68152.3817;64258.65432;63432.25218;73345.43974;77369.61843;75756.60115;59708.66176;70372.41412;64093.76374;75176.49904;72279.04171;63365.31715;67819.78503;64558.095;66578.93738;65960.22918
05.03.;4;69544.4102;69584.85187;72495.01481;65240.59473;68805.50428;91852.15824;72986.5847;61512.48795;62908.21409;64071.99873;62711.42166;77817.06014;66790.63527;73098.82817;74462.49566;61474.55922;62352.24828;64869.07322;74263.53881;71108.14396;67310.815;65959.82343;76511.31415;80369.03101;78783.21881;62430.99811;73423.61656;66883.39871;78411.36331;75207.47838;66353.42344;70658.85724;67268.85263;69467.77745;68832.66994
05.03.;5;76491.0929;76204.26709;79649.50048;71828.81437;75093.43931;100771.2934;80182.72321;67778.01627;69683.4955;70471.77704;68895.25369;85442.37868;73170.07054;80316.97328;81460.71455;67639.84457;69246.90128;71657.39869;81370.51179;78295.10942;74083.63896;72315.55615;84241.46433;88387.43871;86441.53328;68856.54145;80871.26261;73628.56768;86425.42476;82443.98322;73360.9703;77353.51911;73851.1027;76464.54539;75654.24015
05.03.;6;85624.74954;85442.36176;88800.55887;80818.74561;83626.32025;110543.5857;89535.36223;76294.21326;78405.41254;79136.13186;77608.551;95081.77663;82025.00586;89685.99029;90529.89889;76147.55829;77904.1588;80681.26249;90513.15845;87607.82647;83103.38536;81065.84;93928.36778;98340.02831;95927.20959;77355.90071;90076.88686;82614.70008;96146.41881;91864.11456;82513.65015;86381.70448;82670.46403;85552.19477;84736.7686
05.03.;7;92254.28886;91961.12648;94726.10662;87350.57048;90100.72797;116061.1183;95901.01976;82527.69856;84545.491;85399.48214;83973.70187;101201.2841;88479.22843;95700.77982;96552.80165;82407.83163;84273.999;87032.33833;96605.52598;94077.60228;89681.83409;87563.59926;100493.7521;104666.1501;102066.8098;83501.45295;96129.15628;89149.2154;102615.2903;98180.58389;89137.08645;92933.91512;89048.90463;91856.07479;91309.07237
05.03.;8;98701.82228;98208.53555;101187.5584;93883.92838;98042.83697;121397.4546;102221.0427;89038.10572;91756.15143;91823.97836;89850.9965;107418.6829;93937.35385;101107.2645;102322.1331;88085.06458;90665.80253;94038.45139;102494.3103;100987.6347;95435.36511;93972.96623;105519.331;111079.9579;108052.7651;89334.04491;101474.7008;95417.31987;107803.6746;103641.699;95696.64574;97622.0184;94896.07941;97999.5953;98065.30513
05.03.;9;101864.6542;101638.2094;104272.7187;97325.20716;103100.8444;122026.0704;105412.9786;92741.11172;95958.14413;95421.70065;93324.7457;110135.8112;97386.80905;103674.172;105176.3112;91749.30171;95064.88718;97779.21016;105893.0371;104245.5017;97988.47803;97214.39682;107958.1621;113610.335;110479.1219;93296.23192;104501.4179;98982.37856;110117.7915;106021.9964;99640.06297;99926.21415;98140.15798;101259.7909;101357.0129
